ell  q  S
0.2979575487 1.101195278 4.989631753
0.2979529394 1.101195278 4.987377542
0.2979478663 1.101195278 4.984902389
0.2979423265 1.101195278 4.982206511
0.2979363168 1.101195278 4.97929015
0.2979298338 1.101195278 4.976153564
0.2979228735 1.101195278 4.972797032
0.297915432 1.101195278 4.969220851
0.297907505 1.101195278 4.965425341
0.2978990878 1.101195278 4.961410836
0.2978901755 1.101195278 4.957177695
0.2978807629 1.101195278 4.952726294
0.2978708444 1.101195278 4.948057027
0.2978604144 1.101195278 4.943170309
0.2978494666 1.101195278 4.938066575
0.2978379946 1.101195278 4.932746277
0.2978259917 1.101195278 4.92720989
0.2978134508 1.101195278 4.921457903
0.2978003645 1.101195278 4.915490828
0.2977867251 1.101195278 4.909309196
0.2977725244 1.101195278 4.902913554
0.2977577541 1.101195278 4.896304473
0.2977424053 1.101195278 4.889482537
0.297726469 1.101195278 4.882448354
0.2977099356 1.101195278 4.875202548
0.2976927953 1.101195278 4.867745762
0.2976750377 1.101195278 4.86007866
0.2976566523 1.101195278 4.852201922
0.2976376279 1.101195278 4.844116248
0.2976179532 1.101195278 4.835822356
0.2975976162 1.101195278 4.827320983
0.2975766047 1.101195278 4.818612883
0.2975549058 1.101195278 4.809698831
0.2975325065 1.101195278 4.800579618
0.2975093931 1.101195278 4.791256055
0.2974855515 1.101195278 4.781728969
0.2974609671 1.101195278 4.771999206
0.2974356248 1.101195278 4.762067631
0.2974095092 1.101195278 4.751935127
0.2973826041 1.101195278 4.741602592
0.297354893 1.101195278 4.731070945
0.2973263586 1.101195278 4.720341122
0.2972969834 1.101195278 4.709414075
0.2972667491 1.101195278 4.698290775
0.2972356369 1.101195278 4.686972211
0.2972036274 1.101195278 4.675459387
0.2971707005 1.101195278 4.663753326
0.2971368357 1.101195278 4.651855068
0.2971020117 1.101195278 4.639765669
0.2970662066 1.101195278 4.627486204
0.2970293977 1.101195278 4.615017764
0.296991562 1.101195278 4.602361456
0.2969526753 1.101195278 4.589518403
0.296912713 1.101195278 4.576489748
0.2968716496 1.101195278 4.563276647
0.2968294591 1.101195278 4.549880273
0.2967861144 1.101195278 4.536301818
0.2967415879 1.101195278 4.522542486
0.2966958509 1.101195278 4.5086035
0.2966488741 1.101195278 4.494486099
0.2966006272 1.101195278 4.480191536
0.2965510791 1.101195278 4.46572108
0.2965001978 1.101195278 4.451076018
0.2964479503 1.101195278 4.43625765
0.2963943027 1.101195278 4.421267293
0.2963392202 1.101195278 4.406106278
0.2962826668 1.101195278 4.390775951
0.2962246058 1.101195278 4.375277674
0.2961649992 1.101195278 4.359612825
0.2961038079 1.101195278 4.343782793
0.296040992 1.101195278 4.327788987
0.2959765101 1.101195278 4.311632825
0.29591032 1.101195278 4.295315744
0.295842378 1.101195278 4.278839193
0.2957726393 1.101195278 4.262204635
0.2957010581 1.101195278 4.245413547
0.2956275869 1.101195278 4.228467422
0.2955521772 1.101195278 4.211367765
0.2954747792 1.101195278 4.194116094
0.2953953414 1.101195278 4.176713941
0.2953138112 1.101195278 4.159162854
0.2952301346 1.101195278 4.141464389
0.2951442559 1.101195278 4.123620121
0.2950561181 1.101195278 4.105631633
0.2949656624 1.101195278 4.087500524
0.2948728289 1.101195278 4.069228403
0.2947775555 1.101195278 4.050816895
0.294679779 1.101195278 4.032267634
0.2945794342 1.101195278 4.013582268
0.2944764542 1.101195278 3.994762458
0.2943707704 1.101195278 3.975809873
0.2942623124 1.101195278 3.956726199
0.294151008 1.101195278 3.93751313
0.294036783 1.101195278 3.918172373
0.2939195614 1.101195278 3.898705645
0.2937992652 1.101195278 3.879114677
0.2936758144 1.101195278 3.859401207
0.2935491269 1.101195278 3.839566987
0.2934191186 1.101195278 3.81961378
0.2932857031 1.101195278 3.799543357
0.2931487921 1.101195278 3.7793575
0.2930082948 1.101195278 3.759058004
0.2928641184 1.101195278 3.738646671
0.2927161675 1.101195278 3.718125314
0.2925643447 1.101195278 3.697495757
0.2924085498 1.101195278 3.67675983
0.2922486804 1.101195278 3.655919378
0.2920846317 1.101195278 3.634976249
0.2919162961 1.101195278 3.613932306
0.2917435637 1.101195278 3.592789417
0.2915663217 1.101195278 3.571549459
0.2913844548 1.101195278 3.550214321
0.291197845 1.101195278 3.528785897
0.2910063715 1.101195278 3.507266089
0.2908099106 1.101195278 3.485656811
0.2906083359 1.101195278 3.463959981
0.2904015181 1.101195278 3.442177526
0.2901893249 1.101195278 3.420311382
0.2899716209 1.101195278 3.39836349
0.2897482679 1.101195278 3.3763358
0.2895191246 1.101195278 3.35423027
0.2892840465 1.101195278 3.332048861
0.289042886 1.101195278 3.309793545
0.2887954922 1.101195278 3.287466299
0.2885417113 1.101195278 3.265069105
0.288281386 1.101195278 3.242603954
0.2880143556 1.101195278 3.22007284
0.2877404563 1.101195278 3.197477765
0.2874595209 1.101195278 3.174820736
0.2871713788 1.101195278 3.152103766
0.2868758558 1.101195278 3.129328872
0.2865727745 1.101195278 3.106498077
0.286261954 1.101195278 3.08361341
0.2859432097 1.101195278 3.060676902
0.2856163538 1.101195278 3.037690593
0.2852811946 1.101195278 3.014656522
0.2849375373 1.101195278 2.991576737
0.284585183 1.101195278 2.968453286
0.2842239298 1.101195278 2.945288226
0.2838535718 1.101195278 2.922083612
0.2834738997 1.101195278 2.898841506
0.2830847006 1.101195278 2.875563973
0.2826857581 1.101195278 2.85225308
0.2822768521 1.101195278 2.828910898
0.281857759 1.101195278 2.8055395
0.2814282518 1.101195278 2.782140962
0.2809880998 1.101195278 2.758717363
0.2805370688 1.101195278 2.735270783
0.2800749214 1.101195278 2.711803305
0.2796014165 1.101195278 2.688317014
0.2791163098 1.101195278 2.664813995
0.2786193536 1.101195278 2.641296336
0.2781102969 1.101195278 2.617766127
0.2775888855 1.101195278 2.594225457
0.2770548621 1.101195278 2.570676417
0.2765079662 1.101195278 2.547121099
0.2759479344 1.101195278 2.523561596
0.2753745004 1.101195278 2.5
0.2747873949 1.101195278 2.476438404
0.2741863461 1.101195278 2.452878901
0.2735710793 1.101195278 2.429323583
0.2729413176 1.101195278 2.405774543
0.2722967814 1.101195278 2.382233873
0.2716371891 1.101195278 2.358703664
0.2709622569 1.101195278 2.335186005
0.270271699 1.101195278 2.311682986
0.2695652277 1.101195278 2.288196695
0.2688425539 1.101195278 2.264729217
0.2681033867 1.101195278 2.241282637
0.2673474342 1.101195278 2.217859038
0.2665744033 1.101195278 2.1944605
0.2657839999 1.101195278 2.171089102
0.2649759295 1.101195278 2.14774692
0.2641498967 1.101195278 2.124436027
0.2633056064 1.101195278 2.101158494
0.2624427631 1.101195278 2.077916388
0.2615610718 1.101195278 2.054711774
0.2606602381 1.101195278 2.031546714
0.2597399682 1.101195278 2.008423263
0.2587999695 1.101195278 1.985343478
0.257839951 1.101195278 1.962309407
0.2568596231 1.101195278 1.939323098
0.2558586986 1.101195278 1.91638659
0.2548368923 1.101195278 1.893501923
0.2537939221 1.101195278 1.870671128
0.2527295086 1.101195278 1.847896234
0.2516433761 1.101195278 1.825179264
0.2505352527 1.101195278 1.802522235
0.2494048706 1.101195278 1.77992716
0.2482519666 1.101195278 1.757396046
0.2470762827 1.101195278 1.734930895
0.2458775661 1.101195278 1.712533701
0.2446555701 1.101195278 1.690206455
0.2434100541 1.101195278 1.667951139
0.2421407843 1.101195278 1.64576973
0.2408475343 1.101195278 1.6236642
0.2395300852 1.101195278 1.60163651
0.2381882265 1.101195278 1.579688618
0.236821756 1.100848365 1.557822474
0.2354304811 1.100430466 1.536040019
0.2340142186 1.100004283 1.514343189
0.2325727955 1.099569718 1.492733911
0.2311060496 1.099126675 1.471214103
0.22961383 1.09867506 1.449785679
0.2280959973 1.098214781 1.428450541
0.2265524246 1.097745748 1.407210583
0.224982998 1.097267872 1.386067694
0.2233876168 1.096781068 1.365023751
0.2217661943 1.096285254 1.344080622
0.2201186583 1.095780349 1.32324017
0.2184449517 1.095266276 1.302504243
0.2167450331 1.094742961 1.281874686
0.2150188773 1.094210334 1.261353329
0.2132664757 1.093668326 1.240941996
0.2114878372 1.093116875 1.2206425
0.2096829885 1.09255592 1.200456643
0.2078519747 1.091985407 1.18038622
0.20599486 1.091405284 1.160433013
0.2041117279 1.090815503 1.140598793
0.2022026822 1.090216024 1.120885323
0.2002678473 1.089606809 1.101294355
0.1983073685 1.088987825 1.081827627
0.1963214129 1.088359048 1.06248687
0.1943101699 1.087720454 1.043273801
0.1922738512 1.08707203 1.024190127
0.1902126918 1.086413767 1.005237542
0.1881269504 1.085745661 0.9864177315
0.1860169095 1.085067717 0.9677323659
0.1838828762 1.084379946 0.9491831051
0.1817251826 1.083682365 0.9307715968
0.1795441858 1.082975 0.9124994764
0.1773402689 1.082257883 0.8943683671
0.1751138409 1.081531056 0.8763798792
0.1728653369 1.080794567 0.8585356106
0.1705952191 1.080048473 0.8408371464
0.1683039763 1.07929284 0.8232860587
0.1659921248 1.078527744 0.8058839063
0.1636602081 1.077753267 0.7886322352
0.1613087975 1.076969504 0.7715325776
0.158938492 1.076176557 0.7545864525
0.1565499187 1.075374541 0.7377953651
0.1541437325 1.074563578 0.721160807
0.1517206167 1.073743803 0.7046842556
0.1492812827 1.072915361 0.6883671745
0.14682647 1.072078407 0.6722110132
0.1443569463 1.07123311 0.6562172066
0.1418735073 1.070379647 0.6403871755
0.1393769768 1.069518211 0.6247223259
0.1368682062 1.068649004 0.6092240494
0.1343480746 1.067772241 0.5938937225
0.1318174885 1.066888151 0.578732707
0.1292773815 1.065996975 0.5637423495
0.1267287141 1.065098968 0.5489239817
0.1241724729 1.064194395 0.5342789197
0.1216096708 1.06328354 0.5198084644
0.1190413461 1.062366695 0.5055139012
0.1164685624 1.061444172 0.4913964997
0.1138924075 1.060516291 0.4774575141
0.1113139935 1.059583392 0.4636981823
0.1087344555 1.058645825 0.4501197267
0.1061549514 1.057703957 0.4367233533
0.103576661 1.056758169 0.423510252
0.1010007854 1.055808859 0.4104815966
0.09842854571 1.054856436 0.3976385443
0.09586118281 1.053901327 0.3849822358
0.09329995609 1.052943974 0.3725137955
0.09074614255 1.051984833 0.3602343308
0.08820103591 1.051024375 0.3481449325
0.08566594549 1.050063087 0.3362466744
0.0831421952 1.049101471 0.3245406133
0.08063112239 1.048140044 0.3130277892
0.07813407674 1.047179337 0.3017092245
0.07565241905 1.046219896 0.2905859248
0.07318752002 1.045262282 0.279658878
0.07074075901 1.04430707 0.2689290547
0.06831352273 1.043354849 0.258397408
0.06590720393 1.042406222 0.2480648735
0.06352320001 1.041461804 0.2379323688
0.06116291171 1.040522225 0.2280007941
0.05882774164 1.039588125 0.2182710315
0.05651909284 1.038660159 0.2087439452
0.05423836738 1.037738991 0.1994203816
0.05198696483 1.036825297 0.1903011687
0.04976628079 1.035919763 0.1813871167
0.04757770534 1.035023084 0.1726790172
0.04542262156 1.034135964 0.1641776439
0.04330240398 1.033259115 0.1558837518
0.041218417 1.032393257 0.1477980776
0.03917201337 1.031539115 0.1399213396
0.03716453261 1.030697418 0.1322542375
0.03519729946 1.029868901 0.1247974522
0.03327162234 1.029054301 0.1175516462
0.03138879174 1.028254358 0.110517463
0.02955007873 1.027469811 0.1036955275
0.02775673339 1.026701398 0.09708644553
0.02600998328 1.025949857 0.09069080427
0.02431103196 1.025215921 0.0845091718
0.02266105745 1.024500319 0.07854209718
0.0210612108 1.023803771 0.07279011045
0.0195126146 1.023126994 0.06725372254
0.01801636159 1.022470692 0.06193342523
0.01657351324 1.02183556 0.05682969108
0.0151850984 1.021222278 0.05194297345
0.01385211195 1.020631514 0.04727370639
0.01257551353 1.02006392 0.04282230467
0.01135622627 1.019520131 0.03858916368
0.01019513557 1.019000761 0.03457465943
0.009093087947 1.018506406 0.03077914851
0.008050889904 1.018037638 0.02720296807
0.007069306847 1.017595006 0.02384643576
0.006149062066 1.017179034 0.02070984972
0.005290835767 1.016790217 0.01779348858
0.004495264147 1.016429025 0.01509761136
0.003762938537 1.016095896 0.01262245755
0.0030944046 1.015791237 0.01036824699
0.002490161585 1.015515425 0.008335179915
0.001950661649 1.015268802 0.006523436919
0.001476309236 1.015051676 0.004933178929
0.001067460523 1.014864318 0.003564547201
0.0007244229332 1.014706965 0.002417663305
0.0004474547087 1.014579816 0.001492629113
0.0002367645592 1.014483032 0.0007895267918
9.25113719e-05 1.014416736 0.0003084187958
1.480399262e-05 1.014381013 4.934785966e-05
0 1.014374207 0
